Manufacturer,Model,Year,Category,Mileage,FuelType,EngineVolume,DriveWheels,GearBox,Doors,Wheel,Color,LeatherInterior,Price,Clearance
TOYOTA,Camry,2015,Sedan,11520.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,White,False,9800,False
TOYOTA,Prius,2010,Sedan,181022.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,False,4500,False
TOYOTA,Camry,2012,Sedan,139000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,8000,True
NISSAN,Tiida,2005,Hatchback,167000.0,LPG,1.5,Front,Automatic,4/5,Right-hand drive,Golden,True,2500,True
OPEL,Vectra,2000,Jeep,210000.0,Petrol,1.8,Front,Manual,>5,Left wheel,Black,False,1900,True
BMW,530,2007,Sedan,15000.0,Petrol,3.0,Rear,Tiptronic,>5,Left wheel,Blue,True,3300,False
MERCEDES-BENZ,GLE 350,2016,Jeep,79200.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,23500,False
TOYOTA,Prius,2008,Hatchback,155000.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,White,False,3500,True
TOYOTA,Prius,2015,Hatchback,57000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,True,7000,False
FORD,Escape,2011,Jeep,104000.0,Petrol,3.0,4x4,Automatic,>5,Left wheel,Black,True,5300,False
TOYOTA,Camry,2012,Sedan,320000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,7000,False
NISSAN,Juke,2017,Jeep,54000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Black,False,7400,False
TOYOTA,Prius,2011,Sedan,63500.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,True,5000,False
TOYOTA,Prius,2014,Hatchback,59000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,True,6500,False
HYUNDAI,Elantra,2013,Sedan,107000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Beige,False,5100,False
NISSAN,Note,2005,Sedan,174000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,2154,True
BMW,328,2013,Sedan,176000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Black,True,8700,False
HYUNDAI,Elantra,2016,Sedan,77600.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,White,True,7000,True
TOYOTA,Highlander LIMITED,2014,Jeep,130000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Carnelian red,True,21300,False
MERCEDES-BENZ,C 180,2008,Sedan,2700.0,Petrol,1.8,Rear,Manual,4/5,Left wheel,Black,False,13000,True
TOYOTA,Prius,2008,Sedan,207005.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Blue,True,4000,False
HYUNDAI,Tucson,2013,Jeep,44371.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Blue,True,7300,False
TOYOTA,Highlander XLE,2014,Jeep,130000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,White,True,15000,True
HYUNDAI,Sonata,2012,Sedan,180800.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Black,False,5000,True
TOYOTA,Vitz,2007,Hatchback,125000.0,Petrol,1.3,Front,Variator,4/5,Left wheel,Sky blue,False,3200,True
TOYOTA,Prius,2014,Sedan,125000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,False,6200,False
TOYOTA,Camry,2012,Sedan,128000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,False,7700,False
NISSAN,March,2003,Hatchback,185000.0,Diesel,1.5,Front,Manual,4/5,Left wheel,Blue,False,2700,True
TOYOTA,Aqua,2014,Hatchback,134800.0,Hybrid,1.5,Front,Variator,4/5,Right-hand drive,Silver,False,3300,False
KIA,Forte,2012,Sedan,92800.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Black,False,5700,True
MERCEDES-BENZ,ML 350,2006,Jeep,176000.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Golden,True,6500,True
BMW,X5,2017,Jeep,48000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Golden,True,19500,False
MERCEDES-BENZ,E 350,2014,Cabriolet,42774.0,Petrol,3.5,Rear,Tiptronic,2/3,Left wheel,White,True,22000,True
TOYOTA,Prius,2013,Hatchback,120000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,False,7000,True
BMW,X5 E70,2008,Jeep,272000.0,Petrol,4.8,4x4,Tiptronic,4/5,Left wheel,Black,True,6000,False
FORD,Fiesta,2013,Hatchback,171200.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Blue,False,4000,True
MAZDA,MPV,2004,Minivan,150783.0,LPG,2.3,Front,Automatic,4/5,Right-hand drive,Silver,False,2500,True
HONDA,Insight,2009,Hatchback,138684.0,Petrol,1.3,Front,Variator,4/5,Left wheel,Silver,False,3800,True
TOYOTA,Avalon,2019,Sedan,12322.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,12100,False
BMW,i8,2016,Coupe,43275.0,Hybrid,1.5,4x4,Automatic,2/3,Left wheel,White,True,8600,False
TOYOTA,Aqua,2013,Hatchback,109000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Black,False,4400,True
VOLKSWAGEN,Jetta 2.0,2001,Sedan,290826.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Silver,False,1950,True
TOYOTA,Prius,2008,Hatchback,100000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Black,False,3650,False
TOYOTA,Aqua,2012,Sedan,13000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,3200,False
TOYOTA,Prius,2013,Sedan,128000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Blue,False,6700,True
TOYOTA,Prius,2006,Hatchback,320000.0,Hybrid,1.5,Front,Tiptronic,4/5,Left wheel,Golden,True,3000,True
PEUGEOT,307,2007,Hatchback,93000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Blue,False,3000,True
TOYOTA,Prius,2013,Sedan,105000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,False,6500,False
TOYOTA,Prius C,2012,Hatchback,68000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Grey,False,6250,True
TOYOTA,Prius,2007,Hatchback,140000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Silver,True,4400,True
TOYOTA,Aqua,2012,Hatchback,167000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,3300,False
TOYOTA,Aqua,2012,Sedan,102000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,4500,True
TOYOTA,Aqua,2013,Sedan,78300.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,White,True,5500,True
TOYOTA,Camry,2011,Sedan,152000.0,Hybrid,2.5,Front,Variator,4/5,Left wheel,White,True,5500,True
BMW,X5,2008,Jeep,125000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,8200,True
VOLKSWAGEN,Passat,2006,Sedan,1900.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Blue,True,3400,True
MITSUBISHI,Outlander,2004,Universal,140000.0,CNG,2.4,4x4,Automatic,4/5,Left wheel,Silver,False,2700,True
MERCEDES-BENZ,E 270,2002,Sedan,306089.0,Diesel,2.7,Rear,Tiptronic,4/5,Left wheel,Blue,True,5000,True
FORD,Transit,2002,Microbus,250000.0,Diesel,2.4,Rear,Manual,2/3,Left wheel,White,False,3965,False
MERCEDES-BENZ,S 350,2005,Sedan,79000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,White,True,16000,True
VOLKSWAGEN,Crafter,2010,Microbus,215000.0,Diesel,2.5,Rear,Manual,2/3,Left wheel,White,False,6245,False
MERCEDES-BENZ,ML 350,2011,Jeep,196800.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Grey,True,10460,False
FORD,Transit,2006,Microbus,151000.0,Diesel,2.0,Front,Manual,4/5,Left wheel,White,False,3500,False
MERCEDES-BENZ,270,2004,Jeep,249000.0,Diesel,2.7,4x4,Automatic,4/5,Left wheel,Blue,True,7000,True
CHEVROLET,Volt,2013,Hatchback,103000.0,Plug-in Hybrid,1.4,Front,Automatic,4/5,Left wheel,Black,False,6100,False
HYUNDAI,Tucson,2012,Jeep,89000.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Grey,False,6100,True
TOYOTA,CHR,2017,Jeep,39400.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Black,False,14400,False
TOYOTA,CHR Limited,2019,Jeep,10200.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Red,False,16500,False
TOYOTA,Prius,2007,Sedan,300000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Silver,True,3700,True
OPEL,Astra,2005,Hatchback,75000.0,Petrol,1.6,Front,Manual,4/5,Left wheel,Black,False,3500,True
TOYOTA,Aqua,2013,Hatchback,104000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Sky blue,False,3100,False
TOYOTA,Vitz,2010,Hatchback,146351.0,Petrol,1.3,Front,Automatic,4/5,Left wheel,Silver,False,3300,True
HYUNDAI,Elantra limited,2016,Sedan,17600.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Black,True,7000,False
TOYOTA,Camry,2012,Sedan,122000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Grey,True,8900,True
MERCEDES-BENZ,S 350,2006,Sedan,176000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,11900,True
AUDI,A4,2006,Sedan,256000.0,Petrol,2.0,4x4,Manual,4/5,Left wheel,Black,True,5000,True
TOYOTA,Ist,2002,Hatchback,190000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,Silver,False,2800,True
NISSAN,X-Trail,2002,Jeep,65000.0,LPG,2.0,4x4,Automatic,4/5,Right-hand drive,Golden,True,3800,True
AUDI,A8,2003,Sedan,170000.0,Petrol,3.7,4x4,Tiptronic,4/5,Left wheel,Black,True,2000,True
OPEL,Astra,2000,Goods wagon,274000.0,CNG,1.6,Front,Manual,4/5,Left wheel,Black,False,2000,True
TOYOTA,Camry,2014,Sedan,167000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Silver,False,5800,False
SUBARU,Outback 3.0,2004,Universal,133000.0,CNG,3.0,4x4,Tiptronic,4/5,Right-hand drive,Silver,False,3500,True
MERCEDES-BENZ,C 250,2012,Sedan,62000.0,Petrol,1.8,Rear,Tiptronic,4/5,Left wheel,White,True,8500,True
TOYOTA,Camry,2014,Sedan,51000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Grey,False,10200,False
LAND ROVER,Discovery IV,2010,Jeep,210000.0,Diesel,2.7,4x4,Tiptronic,4/5,Left wheel,Black,True,12700,True
TOYOTA,Vitz i.ll,2007,Hatchback,205000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,Carnelian red,True,3200,True
TOYOTA,Prius,2014,Sedan,87000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,True,7000,False
SUBARU,B9 Tribeca,2008,Jeep,300000.0,Petrol,3.6,4x4,Automatic,4/5,Left wheel,Brown,True,3500,True
MAZDA,Mazda 6,2003,Sedan,220000.0,Petrol,3.0,Front,Tiptronic,4/5,Left wheel,Black,False,2600,True
TOYOTA,Ipsum,2007,Minivan,270000.0,CNG,2.4,Front,Automatic,4/5,Right-hand drive,Golden,False,3800,True
BMW,X5,2011,Jeep,105000.0,Diesel,3.5,4x4,Tiptronic,4/5,Left wheel,Black,True,11500,True
FIAT,Linea,2013,Sedan,249000.0,Petrol,1.5,Front,Manual,4/5,Left wheel,Silver,False,3300,True
MERCEDES-BENZ,E 220,2007,Sedan,287458.0,Diesel,2.2,Rear,Manual,4/5,Left wheel,Black,False,6300,False
MAZDA,Mazda 3 GRAND TOURING,2015,Sedan,88000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Red,True,8700,True
BMW,X5,2009,Jeep,137000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Silver,True,11450,True
HONDA,FIT,2012,Hatchback,147000.0,Hybrid,1.3,Front,Automatic,4/5,Right-hand drive,Silver,False,3900,True
VOLKSWAGEN,CC,2012,Sedan,118000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,True,5200,False
CHEVROLET,Captiva,2014,Jeep,103000.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,8000,True
FORD,Transit Connect,2010,Goods wagon,160000.0,Diesel,1.8,Front,Manual,2/3,Left wheel,Silver,True,2900,False
BMW,520 2.2,2002,Sedan,255000.0,LPG,2.2,Rear,Manual,4/5,Left wheel,Black,True,3500,True
TOYOTA,Prius,2010,Hatchback,154000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Grey,False,6000,True
KIA,Optima,2013,Sedan,105000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,White,False,7200,True
HONDA,Insight,2009,Hatchback,137000.0,Hybrid,1.3,Front,Automatic,4/5,Left wheel,Grey,False,3400,False
HYUNDAI,Elantra,2013,Hatchback,206400.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Black,True,4800,False
HYUNDAI,Elantra,2012,Coupe,87000.0,Petrol,1.8,Front,Tiptronic,2/3,Left wheel,Black,False,4100,True
FORD,Fiesta,2011,Hatchback,134500.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Silver,False,3350,True
HYUNDAI,Elantra,2011,Sedan,119000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Grey,True,6000,True
KIA,Sportage,2016,Jeep,53000.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Silver,True,12800,False
SUBARU,Forester,2010,Jeep,275200.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,White,False,4600,False
VOLKSWAGEN,Jetta GLI,2008,Sedan,127800.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,True,4450,True
CHEVROLET,Nubira,2005,Goods wagon,127000.0,Petrol,1.8,Front,Manual,4/5,Left wheel,Blue,False,1550,False
CHEVROLET,Volt,2012,Hatchback,188000.0,Plug-in Hybrid,1.4,Front,Automatic,4/5,Left wheel,Carnelian red,False,7500,True
CHEVROLET,Volt,2014,Hatchback,65000.0,Plug-in Hybrid,1.4,Front,Automatic,4/5,Left wheel,Silver,False,8400,False
CHEVROLET,Cruze,2011,Sedan,178000.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,Red,False,4100,False
BMW,745,2003,Sedan,224000.0,Petrol,4.5,Rear,Tiptronic,4/5,Left wheel,Black,True,6000,True
TOYOTA,ISIS,2010,Minivan,170000.0,LPG,1.8,4x4,Automatic,4/5,Right-hand drive,White,False,5500,True
MITSUBISHI,I,2011,Hatchback,92000.0,Petrol,0.7,Front,Automatic,4/5,Right-hand drive,Brown,False,1800,False
VOLKSWAGEN,Jetta,2016,Sedan,17800.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,Blue,False,6400,False
NISSAN,Tiida,2006,Sedan,73000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Black,True,2500,True
FORD,Focus,2013,Sedan,76800.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,True,4500,True
MAZDA,Demio,2006,Hatchback,190000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,White,False,2300,True
HONDA,FIT,2013,Hatchback,58000.0,Hybrid,1.3,Front,Variator,4/5,Right-hand drive,Silver,False,4200,True
SUBARU,Legacy,2002,Universal,140000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,Blue,False,2300,True
LEXUS,CT 200h,2015,Hatchback,112000.0,Hybrid,1.8,Rear,Automatic,4/5,Left wheel,White,True,10460,False
TOYOTA,Prius,2010,Sedan,141000.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,Red,False,4215,False
TOYOTA,Camry,2012,Sedan,100000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,White,True,7100,False
VOLKSWAGEN,Golf 4,2000,Hatchback,195000.0,Petrol,1.6,Front,Manual,4/5,Left wheel,Black,False,2500,True
HYUNDAI,Tucson,2008,Jeep,270000.0,Petrol,2.0,4x4,Manual,4/5,Left wheel,Black,False,3900,True
BMW,320,2003,Sedan,110000.0,LPG,2.2,Rear,Automatic,4/5,Left wheel,Silver,True,3700,True
MERCEDES-BENZ,E 240,2004,Sedan,95140.0,Petrol,2.4,Rear,Tiptronic,4/5,Right-hand drive,Silver,True,4000,True
INFINITI,FX35,2005,Jeep,1000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Silver,True,3591,True
CHEVROLET,Blazer,2001,Jeep,1000.0,Petrol,4.2,4x4,Automatic,4/5,Left wheel,Blue,True,1405,True
OPEL,Astra,2007,Goods wagon,1000.0,Diesel,1.9,Front,Manual,4/5,Left wheel,Silver,False,1717,True
BMW,X6,2011,Jeep,1000.0,Petrol,4.4,4x4,Tiptronic,4/5,Left wheel,Black,True,8930,True
MERCEDES-BENZ,S 550,2009,Sedan,1000.0,Petrol,5.5,Rear,Tiptronic,4/5,Left wheel,Black,True,2498,True
MERCEDES-BENZ,E 320,2000,Sedan,1000.0,Diesel,3.2,Rear,Tiptronic,4/5,Left wheel,Silver,True,1186,True
VOLKSWAGEN,CC,2009,Coupe,1000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,True,1108,True
NISSAN,Serena,2003,Minivan,1000.0,Petrol,2.0,Front,Automatic,4/5,Right-hand drive,Sky blue,False,1249,True
ASTON MARTIN,Virage,2007,Coupe,72000.0,Petrol,4.3,Rear,Tiptronic,2/3,Left wheel,Black,True,16861,True
CHRYSLER,PT Cruiser,2006,Hatchback,1000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Yellow,True,1405,True
SKODA,Fabia,2007,Hatchback,1000.0,Petrol,1.2,Front,Manual,4/5,Left wheel,White,False,1405,True
SUBARU,B9 Tribeca,2005,Jeep,1000.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Grey,False,2232,True
BMW,335,2007,Sedan,1000.0,Petrol,3.0,Rear,Automatic,4/5,Left wheel,Silver,True,1655,True
SUBARU,XV,2014,Jeep,132800.0,Hybrid,2.0,4x4,Automatic,4/5,Left wheel,Silver,False,6245,True
JAGUAR,XF,2008,Sedan,1000.0,Petrol,4.2,Rear,Tiptronic,4/5,Left wheel,Black,True,4059,True
TOYOTA,Aqua S,2014,Hatchback,130000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,3500,False
BMW,X1,2013,Jeep,132800.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Silver,True,8000,True
HYUNDAI,Elantra,2017,Sedan,60000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,False,7800,False
HYUNDAI,Santa FE,2013,Jeep,87000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,White,True,10500,False
HONDA,FIT,2009,Hatchback,240000.0,Petrol,1.5,Front,Manual,4/5,Left wheel,Red,False,4000,True
OPEL,Zafira,2003,Minivan,201600.0,Petrol,1.8,Front,Manual,>5,Left wheel,Silver,False,3800,True
OPEL,Combo,2004,Goods wagon,170379.0,Diesel,1.7,Front,Manual,4/5,Left wheel,White,False,2600,False
SUBARU,Forester,2013,Jeep,84000.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,White,True,7200,False
TOYOTA,Camry,2011,Sedan,158000.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,Silver,True,6000,False
TOYOTA,Vitz,2006,Hatchback,111000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,Blue,False,2800,True
MITSUBISHI,Pajero IO,2000,Jeep,111111.0,Petrol,1.8,4x4,Automatic,4/5,Left wheel,White,False,3000,True
BMW,"128 3,0",2009,Coupe,187000.0,Petrol,3.0,Rear,Manual,2/3,Left wheel,Black,True,7000,True
SUBARU,Impreza,2015,Sedan,96000.0,Petrol,2.0,4x4,Tiptronic,4/5,Left wheel,White,False,3500,False
MERCEDES-BENZ,A 170,2006,Sedan,149000.0,Petrol,1.7,Front,Tiptronic,4/5,Right-hand drive,Carnelian red,False,2200,True
MERCEDES-BENZ,S 430,2000,Sedan,145000.0,Petrol,4.3,Rear,Automatic,4/5,Left wheel,Golden,True,3300,True
TOYOTA,Highlander,2007,Jeep,264000.0,Hybrid,3.3,4x4,Automatic,4/5,Right-hand drive,Green,False,8000,True
HYUNDAI,Veloster,2014,Sedan,97600.0,Petrol,1.6,Front,Automatic,2/3,Left wheel,Silver,True,5100,True
FORD,Fiesta,2014,Sedan,107738.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Blue,False,2650,False
MITSUBISHI,Airtrek,2002,Jeep,165000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,Black,False,2200,True
TOYOTA,Aqua,2012,Hatchback,128000.0,Hybrid,1.5,Front,Variator,4/5,Right-hand drive,Silver,False,3800,True
MERCEDES-BENZ,Sprinter,2004,Microbus,210000.0,Diesel,2.2,Rear,Manual,2/3,Left wheel,White,False,4900,True
HONDA,Insight,2012,Hatchback,172800.0,Petrol,1.3,Front,Variator,4/5,Left wheel,Black,False,5300,False
BMW,528,2012,Sedan,184000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Blue,True,11500,False
HONDA,FIT,2004,Hatchback,137000.0,Petrol,1.5,4x4,Variator,4/5,Right-hand drive,Grey,False,3000,True
TOYOTA,Vitz,2006,Sedan,170032.0,Petrol,1.3,Front,Automatic,4/5,Left wheel,Black,False,3700,True
VOLKSWAGEN,Jetta,2001,Sedan,156000.0,Petrol,2.0,Front,Manual,4/5,Left wheel,Silver,False,2300,True
MERCEDES-BENZ,E 220,2007,Sedan,175000.0,Diesel,2.2,Rear,Tiptronic,4/5,Left wheel,Black,True,7500,True
HYUNDAI,Veloster,2013,Sedan,73600.0,Petrol,1.6,Front,Automatic,2/3,Left wheel,Blue,True,6200,True
MERCEDES-BENZ,A 170 CDI,2000,Hatchback,270000.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Silver,False,2000,True
VOLKSWAGEN,Jetta,2015,Sedan,60010.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,False,4800,False
SKODA,Octavia,2011,Sedan,167000.0,Petrol,1.8,Front,Manual,4/5,Left wheel,Silver,False,3800,True
FORD,Fusion,2012,Sedan,102400.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,White,True,7500,False
HYUNDAI,Tucson,2010,Jeep,61000.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,8300,True
TOYOTA,Prius,2013,Hatchback,10700.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Beige,False,6000,False
SUZUKI,XL7,2001,Jeep,170000.0,CNG,2.7,4x4,Automatic,4/5,Left wheel,Golden,False,2200,True
FORD,Escape,2009,Jeep,205000.0,Hybrid,2.5,4x4,Tiptronic,4/5,Left wheel,Green,True,4200,False
BMW,X5,2011,Jeep,1000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,12700,True
TOYOTA,Camry,2012,Sedan,138000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Golden,False,6100,False
MERCEDES-BENZ,E 220,2004,Sedan,259000.0,Diesel,2.2,Rear,Tiptronic,4/5,Left wheel,Silver,False,4000,True
FORD,C-MAX,2012,Hatchback,208000.0,Hybrid,2.0,Front,Variator,4/5,Left wheel,Grey,False,4059,False
OPEL,Astra H,2009,Goods wagon,140000.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Silver,False,3800,True
MERCEDES-BENZ,GL 350,2011,Jeep,125000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Silver,True,14051,False
FORD,Transit,2000,Microbus,250000.0,Diesel,2.5,Rear,Manual,2/3,Left wheel,White,False,3000,False
TOYOTA,Prius,2014,Hatchback,106000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Grey,False,5995,False
FORD,Fusion TITANIUM,2015,Sedan,77431.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,7500,False
BMW,535,2015,Sedan,7800.0,Petrol,3.0,Rear,Tiptronic,4/5,Left wheel,White,True,14000,False
MITSUBISHI,L 200,2010,Pickup,175000.0,Diesel,2.4,4x4,Manual,4/5,Left wheel,White,False,7500,True
MERCEDES-BENZ,C 300,2010,Sedan,111111.0,Petrol,3.0,Rear,Tiptronic,4/5,Left wheel,Black,True,6500,False
FORD,Focus,2013,Sedan,128000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Silver,True,4000,False
VOLKSWAGEN,Passat,2003,Hatchback,180000.0,Petrol,1.8,Front,Manual,4/5,Left wheel,Grey,False,2200,True
JEEP,Compass,2017,Jeep,38000.0,Petrol,2.4,4x4,Tiptronic,4/5,Left wheel,Sky blue,False,11500,False
TOYOTA,Prius,2010,Sedan,243200.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,4000,True
MERCEDES-BENZ,E 280,2008,Sedan,284500.0,Diesel,2.8,Rear,Tiptronic,4/5,Left wheel,Silver,True,6900,True
HYUNDAI,Sonata,2015,Sedan,106112.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Silver,False,6600,True
MERCEDES-BENZ,ML 350 370,2004,Jeep,265000.0,Petrol,3.7,4x4,Tiptronic,4/5,Left wheel,Silver,True,5290,True
NISSAN,Note,2005,Sedan,195000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Grey,False,2300,True
HYUNDAI,Elantra,2013,Sedan,115424.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Golden,False,5000,False
TOYOTA,Prius,2007,Sedan,120000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Grey,True,3700,True
HYUNDAI,Tucson Limited,2017,Jeep,131200.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,12000,True
LAND ROVER,Range Rover SPORT,2011,Jeep,143000.0,Petrol,5.0,4x4,Tiptronic,4/5,Left wheel,Black,True,13500,True
MERCEDES-BENZ,E 350,2007,Sedan,150000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,6800,True
MERCEDES-BENZ,ML 320,2000,Jeep,11111.0,CNG,3.2,4x4,Tiptronic,4/5,Left wheel,Golden,True,2500,True
BMW,320,2002,Coupe,247000.0,Diesel,2.0,Rear,Manual,2/3,Left wheel,Black,True,2000,True
KIA,Sportage,2015,Jeep,60123.0,Petrol,2.4,4x4,Automatic,4/5,Left wheel,White,True,11000,False
NISSAN,Tiida,2011,Hatchback,98000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Black,True,2480,False
HYUNDAI,Elantra,2008,Universal,225000.0,Diesel,1.6,Front,Manual,4/5,Left wheel,Grey,True,3500,False
LEXUS,GX 460,2010,Jeep,148800.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Brown,True,17500,True
NISSAN,Tiida 15 M,2010,Hatchback,39000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Beige,False,2100,False
HONDA,FIT,2005,Hatchback,160250.0,Petrol,1.3,Front,Variator,4/5,Right-hand drive,Black,False,2500,True
TOYOTA,Prius,2010,Hatchback,130000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,True,5200,True
MERCEDES-BENZ,E 200,2012,Sedan,120000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Blue,True,10200,True
NISSAN,Note X DIG-S,2013,Hatchback,46000.0,Petrol,1.2,Front,Automatic,4/5,Right-hand drive,Carnelian red,False,3400,False
